feature,tophat2,hisat2,hisat2/tophat2
FBgn0259211,5,5,1
FBgn0259212,65,59,0.9076923076923077
FBgn0259213,2,2,1
FBgn0259214,86,80,0.9302325581395349
FBgn0259216,1,1,1
FBgn0259219,10,11,1.1
FBgn0259221,11,10,0.9090909090909091
FBgn0259224,3,3,1
FBgn0259227,20,16,0.8
FBgn0259228,16,16,1
FBgn0259229,3,2,0.6666666666666666
FBgn0259234,13,12,0.9230769230769231
FBgn0259236,2,2,1
FBgn0259238,6,6,1
FBgn0259243,30,28,0.9333333333333333
FBgn0259244,2,1,0.5
FBgn0259245,1,1,1
FBgn0259246,5,5,1
FBgn0259247,17,16,0.9411764705882353
FBgn0259481,17,16,0.9411764705882353
FBgn0259482,5,4,0.8
FBgn0259483,17,15,0.8823529411764706
FBgn0259676,4,4,1
FBgn0259678,14,14,1
FBgn0259680,9,10,1.1111111111111112
FBgn0259682,95,74,0.7789473684210526
FBgn0259685,30,29,0.9666666666666667
FBgn0259697,1,1,1
FBgn0259704,4,4,1
FBgn0259705,1,1,1
FBgn0259711,3,3,1
FBgn0259714,1,1,1
FBgn0259715,3,3,1
FBgn0259716,1,1,1
FBgn0259722,6,6,1
FBgn0259728,3,2,0.6666666666666666
FBgn0259734,38,32,0.8421052631578947
FBgn0259735,30,28,0.9333333333333333
FBgn0259736,13,12,0.9230769230769231
FBgn0259737,1,1,1
FBgn0259740,3,3,1
FBgn0259742,4,4,1
FBgn0259745,41,31,0.7560975609756098
FBgn0259748,1,1,1
FBgn0259749,10,10,1
FBgn0259785,28,28,1
FBgn0259789,44,39,0.8863636363636364
FBgn0259791,2,2,1
FBgn0259818,1,1,1
FBgn0259821,2,1,0.5
FBgn0259822,11,9,0.8181818181818182
FBgn0259824,10,10,1
FBgn0259831,1,1,1
FBgn0259832,1,1,1
FBgn0259834,8,8,1
FBgn0259876,11,10,0.9090909090909091
FBgn0259878,4,4,1
FBgn0259916,4,4,1
FBgn0259923,7,6,0.8571428571428571
FBgn0259927,4,3,0.75
FBgn0259935,1,1,1
FBgn0259936,1,1,1
FBgn0259937,61,50,0.819672131147541
FBgn0259938,36,29,0.8055555555555556
FBgn0259977,3,3,1
FBgn0259978,21,20,0.9523809523809523
FBgn0259979,51,48,0.9411764705882353
FBgn0259982,2,2,1
FBgn0259984,22,18,0.8181818181818182
FBgn0259985,1,1,1
FBgn0259993,2,2,1
FBgn0259994,6,4,0.6666666666666666
FBgn0259998,13,12,0.9230769230769231
FBgn0260003,43,35,0.813953488372093
FBgn0260004,2,2,1
FBgn0260005,3,3,1
FBgn0260006,4,4,1
FBgn0260008,21,18,0.8571428571428571
FBgn0260012,28,27,0.9642857142857143
FBgn0260049,4,4,1
FBgn0260243,19,16,0.8421052631578947
FBgn0260388,1,1,1
FBgn0260397,1,1,1
FBgn0260399,18,18,1
FBgn0260400,7,6,0.8571428571428571
FBgn0260407,1,1,1
FBgn0260429,1,1,1
FBgn0260431,1,1,1
FBgn0260439,48,45,0.9375
FBgn0260441,185,180,0.972972972972973
FBgn0260442,64,52,0.8125
FBgn0260444,6,5,0.8333333333333334
FBgn0260446,1,1,1
FBgn0260450,7,3,0.42857142857142855
FBgn0260456,8,7,0.875
FBgn0260460,2,2,1
FBgn0260461,4,4,1
FBgn0260462,11,11,1
FBgn0260474,2,2,1
FBgn0260484,3,3,1
FBgn0260486,16,15,0.9375
FBgn0260499,5,4,0.8
FBgn0260632,23,21,0.9130434782608695
FBgn0260634,46,43,0.9347826086956522
FBgn0260635,34,31,0.9117647058823529
FBgn0260639,4,2,0.5
FBgn0260642,3,2,0.6666666666666666
FBgn0260648,2,2,1
FBgn0260653,3,2,0.6666666666666666
FBgn0260655,8,9,1.125
FBgn0260657,3,3,1
FBgn0260659,11,11,1
FBgn0260660,6,5,0.8333333333333334
FBgn0260718,2,3,1.5
FBgn0260720,1,1,1
FBgn0260722,8,5,0.625
FBgn0260741,3,3,1
FBgn0260742,6,5,0.8333333333333334
FBgn0260743,5,5,1
FBgn0260744,20,17,0.85
FBgn0260745,10,6,0.6
FBgn0260746,6,6,1
FBgn0260747,14,13,0.9285714285714286
FBgn0260748,20,17,0.85
FBgn0260749,19,16,0.8421052631578947
FBgn0260753,1,1,1
FBgn0260755,1,1,1
FBgn0260768,2,2,1
FBgn0260771,9,8,0.8888888888888888
FBgn0260779,1,1,1
FBgn0260780,91,87,0.9560439560439561
FBgn0260789,18,16,0.8888888888888888
FBgn0260794,126,118,0.9365079365079365
FBgn0260795,43,40,0.9302325581395349
FBgn0260798,3,3,1
FBgn0260799,20,20,1
FBgn0260817,1,1,1
FBgn0260855,21,20,0.9523809523809523
FBgn0260856,3,3,1
FBgn0260857,2,1,0.5
FBgn0260858,14,14,1
FBgn0260859,7,6,0.8571428571428571
FBgn0260860,2,1,0.5
FBgn0260862,1,1,1
FBgn0260866,9,7,0.7777777777777778
FBgn0260874,3,3,1
FBgn0260932,2,2,1
FBgn0260933,5,4,0.8
FBgn0260934,76,71,0.9342105263157895
FBgn0260935,3,1,0.3333333333333333
FBgn0260936,44,40,0.9090909090909091
FBgn0260938,33,31,0.9393939393939394
FBgn0260940,1,1,1
FBgn0260941,8,6,0.75
FBgn0260942,2,2,1
FBgn0260943,6,5,0.8333333333333334
FBgn0260944,6,6,1
FBgn0260945,16,17,1.0625
FBgn0260959,17,14,0.8235294117647058
FBgn0260960,24,23,0.9583333333333334
FBgn0260962,23,19,0.8260869565217391
FBgn0260964,3,3,1
FBgn0260965,14,10,0.7142857142857143
FBgn0260967,1,1,1
FBgn0260970,44,42,0.9545454545454546
FBgn0260971,1,1,1
FBgn0260972,12,12,1
FBgn0260985,2,2,1
FBgn0260986,5,5,1
FBgn0260987,24,24,1
FBgn0260990,15,13,0.8666666666666667
FBgn0260991,9,10,1.1111111111111112
FBgn0261004,8,7,0.875
FBgn0261014,29,27,0.9310344827586207
FBgn0261016,27,26,0.9629629629629629
FBgn0261020,2,2,1
FBgn0261049,5,4,0.8
FBgn0261053,1,1,1
FBgn0261064,4,4,1
FBgn0261065,6,5,0.8333333333333334
FBgn0261068,3,3,1
FBgn0261086,1,1,1
FBgn0261108,9,8,0.8888888888888888
FBgn0261109,2,2,1
FBgn0261111,12,10,0.8333333333333334
FBgn0261112,5,5,1
FBgn0261113,45,39,0.8666666666666667
FBgn0261119,13,12,0.9230769230769231
FBgn0261238,36,36,1
FBgn0261239,17,15,0.8823529411764706
FBgn0261241,5,3,0.6
FBgn0261243,15,12,0.8
FBgn0261244,18,17,0.9444444444444444
FBgn0261245,5,5,1
FBgn0261258,19,17,0.8947368421052632
FBgn0261260,34,31,0.9117647058823529
FBgn0261261,6,6,1
FBgn0261262,3,1,0.3333333333333333
FBgn0261266,6,6,1
FBgn0261268,26,26,1
FBgn0261269,1,1,1
FBgn0261270,12,11,0.9166666666666666
FBgn0261274,6,5,0.8333333333333334
FBgn0261276,20,17,0.85
FBgn0261278,24,24,1
FBgn0261279,22,21,0.9545454545454546
FBgn0261283,32,30,0.9375
FBgn0261284,12,12,1
FBgn0261285,11,11,1
FBgn0261286,14,12,0.8571428571428571
FBgn0261341,3,2,0.6666666666666666
FBgn0261373,5,5,1
FBgn0261380,11,11,1
FBgn0261383,16,15,0.9375
FBgn0261385,10,10,1
FBgn0261387,19,18,0.9473684210526315
FBgn0261394,18,17,0.9444444444444444
FBgn0261396,21,21,1
FBgn0261397,29,29,1
FBgn0261403,27,25,0.9259259259259259
FBgn0261436,3,3,1
FBgn0261437,3,2,0.6666666666666666
FBgn0261439,32,27,0.84375
FBgn0261444,30,26,0.8666666666666667
FBgn0261445,6,7,1.1666666666666667
FBgn0261446,2,1,0.5
FBgn0261456,7,7,1
FBgn0261458,11,9,0.8181818181818182
FBgn0261461,10,5,0.5
FBgn0261477,15,13,0.8666666666666667
FBgn0261479,5,5,1
FBgn0261509,3,2,0.6666666666666666
FBgn0261524,19,17,0.8947368421052632
FBgn0261530,8,8,1
FBgn0261532,18,17,0.9444444444444444
FBgn0261534,4,4,1
FBgn0261535,5,5,1
FBgn0261545,1,1,1
FBgn0261547,11,10,0.9090909090909091
FBgn0261549,14,14,1
FBgn0261550,15,15,1
FBgn0261552,64,54,0.84375
FBgn0261553,15,13,0.8666666666666667
FBgn0261554,23,21,0.9130434782608695
FBgn0261555,7,6,0.8571428571428571
FBgn0261556,18,13,0.7222222222222222
FBgn0261560,51,41,0.803921568627451
FBgn0261562,2,1,0.5
FBgn0261563,2,1,0.5
FBgn0261564,21,21,1
FBgn0261565,38,30,0.7894736842105263
FBgn0261568,1,1,1
FBgn0261570,22,21,0.9545454545454546
FBgn0261573,31,27,0.8709677419354839
FBgn0261574,54,52,0.9629629629629629
FBgn0261575,13,12,0.9230769230769231
FBgn0261584,1,1,1
FBgn0261586,1,1,1
FBgn0261588,3,2,0.6666666666666666
FBgn0261592,211,203,0.9620853080568721
FBgn0261593,89,85,0.9550561797752809
FBgn0261596,56,53,0.9464285714285714
FBgn0261597,146,139,0.952054794520548
FBgn0261599,143,142,0.993006993006993
FBgn0261602,259,245,0.9459459459459459
FBgn0261606,160,152,0.95
FBgn0261608,80,66,0.825
FBgn0261609,23,23,1
FBgn0261610,3,3,1
FBgn0261611,4,2,0.5
FBgn0261615,14,13,0.9285714285714286
FBgn0261616,4,4,1
FBgn0261617,42,42,1
FBgn0261618,126,104,0.8253968253968254
FBgn0261625,10,9,0.9
FBgn0261641,18,17,0.9444444444444444
FBgn0261647,15,12,0.8
FBgn0261648,6,6,1
FBgn0261671,41,39,0.9512195121951219
FBgn0261673,2,2,1
FBgn0261674,1,1,1
FBgn0261675,2,2,1
FBgn0261698,9,9,1
FBgn0261703,2,1,0.5
FBgn0261709,1,1,1
FBgn0261710,67,60,0.8955223880597015
FBgn0261722,12,9,0.75
FBgn0261723,1,1,1
FBgn0261786,22,21,0.9545454545454546
FBgn0261787,18,18,1
FBgn0261788,13,11,0.8461538461538461
FBgn0261789,12,12,1
FBgn0261790,7,7,1
FBgn0261791,8,8,1
FBgn0261792,7,2,0.2857142857142857
FBgn0261793,51,51,1
FBgn0261794,8,8,1
FBgn0261797,51,44,0.8627450980392157
FBgn0261800,27,26,0.9629629629629629
FBgn0261801,1,1,1
FBgn0261802,27,27,1
FBgn0261804,1,1,1
FBgn0261808,5,5,1
FBgn0261811,40,39,0.975
FBgn0261817,1,1,1
FBgn0261822,117,108,0.9230769230769231
FBgn0261823,26,27,1.0384615384615385
FBgn0261836,314,274,0.8726114649681529
FBgn0261850,11,9,0.8181818181818182
FBgn0261854,20,20,1
FBgn0261859,7,6,0.8571428571428571
FBgn0261862,9,7,0.7777777777777778
FBgn0261872,5,2,0.4
FBgn0261873,12,11,0.9166666666666666
FBgn0261881,1,1,1
FBgn0261885,59,52,0.8813559322033898
FBgn0261928,6,6,1
FBgn0261929,1,1,1
FBgn0261930,3,3,1
FBgn0261931,11,11,1
FBgn0261933,5,5,1
FBgn0261934,38,31,0.8157894736842105
FBgn0261938,14,13,0.9285714285714286
FBgn0261954,61,57,0.9344262295081968
FBgn0261955,130,124,0.9538461538461539
FBgn0261963,1,1,1
FBgn0261975,1,1,1
FBgn0261976,2,2,1
FBgn0261983,6,4,0.6666666666666666
FBgn0261984,21,17,0.8095238095238095
FBgn0261985,32,31,0.96875
FBgn0261986,12,9,0.75
FBgn0261987,88,74,0.8409090909090909
FBgn0261988,19,17,0.8947368421052632
FBgn0261989,21,11,0.5238095238095238
FBgn0261990,2,2,1
FBgn0261995,9,10,1.1111111111111112
FBgn0261999,4,4,1
FBgn0262000,1,1,1
FBgn0262001,1,1,1
FBgn0262028,2,2,1
FBgn0262035,1,1,1
FBgn0262057,2,2,1
FBgn0262081,28,28,1
FBgn0262100,1,1,1
FBgn0262103,17,15,0.8823529411764706
FBgn0262107,1,1,1
FBgn0262109,288,266,0.9236111111111112
FBgn0262114,28,26,0.9285714285714286
FBgn0262115,18,18,1
FBgn0262116,18,18,1
FBgn0262117,15,14,0.9333333333333333
FBgn0262124,26,26,1
FBgn0262125,19,17,0.8947368421052632
FBgn0262126,16,16,1
FBgn0262127,19,18,0.9473684210526315
FBgn0262139,1,1,1
FBgn0262160,18,17,0.9444444444444444
FBgn0262166,2,1,0.5
FBgn0262167,11,11,1
FBgn0262169,16,13,0.8125
FBgn0262467,1,1,1
FBgn0262473,28,25,0.8928571428571429
FBgn0262475,8,8,1
FBgn0262476,6,3,0.5
FBgn0262483,2,2,1
FBgn0262484,15,10,0.6666666666666666
FBgn0262508,58,44,0.7586206896551724
FBgn0262509,6,7,1.1666666666666667
FBgn0262511,60,59,0.9833333333333333
FBgn0262512,10,9,0.9
FBgn0262514,1,1,1
FBgn0262515,43,37,0.8604651162790697
FBgn0262517,22,21,0.9545454545454546
FBgn0262518,35,35,1
FBgn0262519,40,39,0.975
FBgn0262524,4,4,1
FBgn0262527,33,30,0.9090909090909091
FBgn0262536,2,2,1
FBgn0262559,133,129,0.9699248120300752
FBgn0262560,4,4,1
FBgn0262562,12,11,0.9166666666666666
FBgn0262567,1,1,1
FBgn0262569,2,2,1
FBgn0262570,6,6,1
FBgn0262574,1,1,1
FBgn0262579,75,66,0.88
FBgn0262580,2,1,0.5
FBgn0262582,57,49,0.8596491228070176
FBgn0262593,9,10,1.1111111111111112
FBgn0262598,1,1,1
FBgn0262601,10,10,1
FBgn0262608,11,8,0.7272727272727273
FBgn0262609,1,1,1
FBgn0262614,45,44,0.9777777777777777
FBgn0262617,18,19,1.0555555555555556
FBgn0262619,6,5,0.8333333333333334
FBgn0262620,1,1,1
FBgn0262624,1,1,1
FBgn0262636,4,3,0.75
FBgn0262647,17,16,0.9411764705882353
FBgn0262656,58,54,0.9310344827586207
FBgn0262679,1,1,1
FBgn0262680,1,1,1
FBgn0262682,1,1,1
FBgn0262683,1,1,1
FBgn0262685,1,1,1
FBgn0262686,1,1,1
FBgn0262699,21,17,0.8095238095238095
FBgn0262714,3,3,1
FBgn0262716,17,17,1
FBgn0262717,2,2,1
FBgn0262719,3,3,1
FBgn0262728,2,2,1
FBgn0262730,20,19,0.95
FBgn0262731,1,1,1
FBgn0262732,12,11,0.9166666666666666
FBgn0262733,33,29,0.8787878787878788
FBgn0262734,31,26,0.8387096774193549
FBgn0262735,40,39,0.975
FBgn0262736,374,347,0.9278074866310161
FBgn0262737,49,44,0.8979591836734694
FBgn0262738,25,24,0.96
FBgn0262739,44,41,0.9318181818181818
FBgn0262740,15,14,0.9333333333333333
FBgn0262742,27,25,0.9259259259259259
FBgn0262743,87,81,0.9310344827586207
FBgn0262782,33,31,0.9393939393939394
FBgn0262788,1,1,1
FBgn0262801,10,9,0.9
FBgn0262820,3,2,0.6666666666666666
FBgn0262825,4,4,1
FBgn0262842,1,1,1
FBgn0262866,5,5,1
FBgn0262867,1,1,1
FBgn0262869,1,1,1
FBgn0262870,8,5,0.625
FBgn0262871,9,7,0.7777777777777778
FBgn0262872,44,37,0.8409090909090909
FBgn0262877,1,1,1
FBgn0262887,1,1,1
FBgn0262937,3,3,1
FBgn0262952,605,572,0.9454545454545454
FBgn0262954,2,1,0.5
FBgn0262955,20,20,1
FBgn0262975,44,42,0.9545454545454546
FBgn0262976,11,11,1
FBgn0262979,2,2,1
FBgn0262987,1,1,1
FBgn0263005,27,21,0.7777777777777778
FBgn0263006,387,369,0.9534883720930233
FBgn0263019,3,3,1
FBgn0263027,3,3,1
FBgn0263037,1,1,1
FBgn0263038,7,6,0.8571428571428571
FBgn0263039,15,14,0.9333333333333333
FBgn0263048,3,3,1
FBgn0263077,27,23,0.8518518518518519
FBgn0263078,1,1,1
FBgn0263081,4,3,0.75
FBgn0263083,5,1,0.2
FBgn0263093,3,3,1
FBgn0263102,60,58,0.9666666666666667
FBgn0263106,53,49,0.9245283018867925
FBgn0263108,21,21,1
FBgn0263109,1,1,1
FBgn0263110,22,20,0.9090909090909091
FBgn0263111,5,5,1
FBgn0263112,33,31,0.9393939393939394
FBgn0263118,1,1,1
FBgn0263120,82,81,0.9878048780487805
FBgn0263132,9,7,0.7777777777777778
FBgn0263133,10,7,0.7
FBgn0263143,6,4,0.6666666666666666
FBgn0263144,27,25,0.9259259259259259
FBgn0263197,20,17,0.85
FBgn0263198,28,27,0.9642857142857143
FBgn0263199,8,8,1
FBgn0263200,5,5,1
FBgn0263220,5,5,1
FBgn0263231,36,30,0.8333333333333334
FBgn0263232,2,2,1
FBgn0263234,2,2,1
FBgn0263236,12,7,0.5833333333333334
FBgn0263237,7,6,0.8571428571428571
FBgn0263239,2,2,1
FBgn0263240,3,3,1
FBgn0263241,3,3,1
FBgn0263256,7,7,1
FBgn0263257,5,1,0.2
FBgn0263258,18,16,0.8888888888888888
FBgn0263260,4,4,1
FBgn0263278,6,6,1
FBgn0263289,63,53,0.8412698412698413
FBgn0263316,3,3,1
FBgn0263321,2,1,0.5
FBgn0263344,1,1,1
FBgn0263346,76,67,0.881578947368421
FBgn0263351,8,7,0.875
FBgn0263352,57,51,0.8947368421052632
FBgn0263355,1,1,1
FBgn0263377,5,4,0.8
FBgn0263378,17,11,0.6470588235294118
FBgn0263380,1,1,1
FBgn0263390,1,1,1
FBgn0263391,35,29,0.8285714285714286
FBgn0263392,10,7,0.7
FBgn0263395,17,18,1.0588235294117647
FBgn0263396,202,190,0.9405940594059405
FBgn0263397,8,8,1
FBgn0263398,9,8,0.8888888888888888
FBgn0263413,23,23,1
FBgn0263414,2,1,0.5
FBgn0263444,1,1,1
FBgn0263445,1,1,1
FBgn0263446,1,1,1
FBgn0263447,1,1,1
FBgn0263456,2,2,1
FBgn0263457,5,4,0.8
FBgn0263462,1,1,1
FBgn0263470,3,3,1
FBgn0263490,47,42,0.8936170212765957
FBgn0263510,8,5,0.625
FBgn0263511,1,1,1
FBgn0263582,1,1,1
FBgn0263590,5,3,0.6
FBgn0263593,27,25,0.9259259259259259
FBgn0263594,133,127,0.9548872180451128
FBgn0263598,96,96,1
FBgn0263599,19,19,1
FBgn0263600,7,6,0.8571428571428571
FBgn0263601,10,7,0.7
FBgn0263602,9,8,0.8888888888888888
FBgn0263603,7,7,1
FBgn0263605,12,11,0.9166666666666666
FBgn0263606,2,2,1
FBgn0263607,5,5,1
FBgn0263619,5,6,1.2
FBgn0263620,2,2,1
FBgn0263627,4,4,1
FBgn0263649,1,1,1
FBgn0263659,6,6,1
FBgn0263661,1,1,1
FBgn0263667,10,9,0.9
FBgn0263697,6,6,1
FBgn0263705,5,5,1
FBgn0263706,19,19,1
FBgn0263738,2,2,1
FBgn0263740,33,33,1
FBgn0263745,2,1,0.5
FBgn0263747,1,1,1
FBgn0263748,4,3,0.75
FBgn0263755,3,3,1
FBgn0263762,2,1,0.5
FBgn0263766,2,2,1
FBgn0263768,2,2,1
FBgn0263772,4,4,1
FBgn0263773,36,30,0.8333333333333334
FBgn0263776,23,22,0.9565217391304348
FBgn0263780,4,2,0.5
FBgn0263782,1,1,1
FBgn0263830,1,1,1
FBgn0263831,2,2,1
FBgn0263832,5,4,0.8
FBgn0263846,1,1,1
FBgn0263852,3,3,1
FBgn0263855,9,7,0.7777777777777778
FBgn0263863,1,1,1
FBgn0263864,2,2,1
FBgn0263870,1,1,1
FBgn0263873,12,12,1
FBgn0263911,6,5,0.8333333333333334
FBgn0263916,7,8,1.1428571428571428
FBgn0263929,22,22,1
FBgn0263930,15,14,0.9333333333333333
FBgn0263933,26,23,0.8846153846153846
FBgn0263967,1,1,1
FBgn0263968,14,12,0.8571428571428571
FBgn0263973,8,7,0.875
FBgn0263974,10,10,1
FBgn0263977,26,26,1
FBgn0263979,15,15,1
FBgn0263980,34,31,0.9117647058823529
FBgn0263981,5,5,1
FBgn0263987,69,67,0.9710144927536232
FBgn0263993,46,45,0.9782608695652174
FBgn0263994,1,1,1
FBgn0263995,11,10,0.9090909090909091
FBgn0263998,12,12,1
FBgn0264000,1,1,1
FBgn0264001,3,3,1
FBgn0264002,2,2,1
FBgn0264006,1,1,1
FBgn0264075,14,15,1.0714285714285714
FBgn0264078,13,13,1
FBgn0264086,2,2,1
FBgn0264087,1,1,1
FBgn0264089,3,2,0.6666666666666666
FBgn0264090,4,4,1
FBgn0264255,15,13,0.8666666666666667
FBgn0264267,1,1,1
FBgn0264270,63,58,0.9206349206349206
FBgn0264272,2,2,1
FBgn0264273,1,1,1
FBgn0264291,1,1,1
FBgn0264294,17,18,1.0588235294117647
FBgn0264305,4,4,1
FBgn0264307,8,7,0.875
FBgn0264324,10,8,0.8
FBgn0264325,2,1,0.5
FBgn0264326,5,5,1
FBgn0264327,2,2,1
FBgn0264328,2,2,1
FBgn0264344,1,1,1
FBgn0264348,1,1,1
FBgn0264353,10,10,1
FBgn0264357,45,36,0.8
FBgn0264360,8,10,1.25
FBgn0264365,1,1,1
FBgn0264384,1,1,1
FBgn0264385,4,4,1
FBgn0264386,7,6,0.8571428571428571
FBgn0264389,9,9,1
FBgn0264395,2,1,0.5
FBgn0264427,2,2,1
FBgn0264431,1,1,1
FBgn0264442,1,1,1
FBgn0264448,2,2,1
FBgn0264449,28,23,0.8214285714285714
FBgn0264460,3,3,1
FBgn0264464,2,2,1
FBgn0264467,8,8,1
FBgn0264469,2,2,1
FBgn0264481,4,4,1
FBgn0264489,369,285,0.7723577235772358
FBgn0264490,12,8,0.6666666666666666
FBgn0264491,29,24,0.8275862068965517
FBgn0264492,45,45,1
FBgn0264493,91,88,0.967032967032967
FBgn0264494,9,9,1
FBgn0264495,68,58,0.8529411764705882
FBgn0264500,2,2,1
FBgn0264501,3,2,0.6666666666666666
FBgn0264502,1,1,1
FBgn0264504,13,13,1
FBgn0264507,3,3,1
FBgn0264511,1,1,1
FBgn0264517,10,9,0.9
FBgn0264542,3,3,1
FBgn0264548,1,1,1
FBgn0264554,7,5,0.7142857142857143
FBgn0264556,2,2,1
FBgn0264560,20,19,0.95
FBgn0264561,14,13,0.9285714285714286
FBgn0264562,5,5,1
FBgn0264572,6,6,1
FBgn0264574,9,9,1
FBgn0264598,2,2,1
FBgn0264607,31,31,1
FBgn0264672,4,4,1
FBgn0264675,2,2,1
FBgn0264679,19,15,0.7894736842105263
FBgn0264691,11,11,1
FBgn0264693,37,32,0.8648648648648649
FBgn0264694,10,8,0.8
FBgn0264695,610,552,0.9049180327868852
FBgn0264696,1,1,1
FBgn0264699,1,1,1
FBgn0264703,5,4,0.8
FBgn0264707,14,11,0.7857142857142857
FBgn0264710,1,1,1
FBgn0264712,10,10,1
FBgn0264747,4,4,1
FBgn0264750,2,1,0.5
FBgn0264751,1,1,1
FBgn0264753,1,1,1
FBgn0264776,2,2,1
FBgn0264785,12,11,0.9166666666666666
FBgn0264788,1,1,1
FBgn0264789,1,1,1
FBgn0264790,9,10,1.1111111111111112
FBgn0264791,7,6,0.8571428571428571
FBgn0264815,5,4,0.8
FBgn0264816,13,13,1
FBgn0264821,11,11,1
FBgn0264822,2,2,1
FBgn0264826,1,1,1
FBgn0264831,1,1,1
FBgn0264834,1,2,2
FBgn0264835,1,1,1
FBgn0264841,6,5,0.8333333333333334
FBgn0264848,24,22,0.9166666666666666
FBgn0264855,27,25,0.9259259259259259
FBgn0264857,1,1,1
FBgn0264863,2,2,1
FBgn0264869,6,4,0.6666666666666666
FBgn0264873,1,1,1
FBgn0264874,5,5,1
FBgn0264876,1,1,1
FBgn0264892,1,1,1
FBgn0264894,31,22,0.7096774193548387
FBgn0264895,16,15,0.9375
FBgn0264901,1,1,1
FBgn0264902,3,3,1
FBgn0264904,22,20,0.9090909090909091
FBgn0264905,1,1,1
FBgn0264907,4,4,1
FBgn0264908,10,5,0.5
FBgn0264922,41,35,0.8536585365853658
FBgn0264945,5,5,1
FBgn0264946,4,4,1
FBgn0264947,12,11,0.9166666666666666
FBgn0264950,4,3,0.75
FBgn0264953,10,9,0.9
FBgn0264954,2,2,1
FBgn0264959,21,19,0.9047619047619048
FBgn0264962,21,24,1.1428571428571428
FBgn0264975,25,21,0.84
FBgn0264978,9,8,0.8888888888888888
FBgn0264979,4,4,1
FBgn0264983,2,2,1
FBgn0264986,2,2,1
FBgn0264987,1,1,1
FBgn0264991,4,4,1
FBgn0265002,1,1,1
FBgn0265003,27,24,0.8888888888888888
FBgn0265011,1,1,1
FBgn0265038,5,4,0.8
FBgn0265042,1,1,1
FBgn0265043,2,2,1
FBgn0265045,126,117,0.9285714285714286
FBgn0265048,3,3,1
FBgn0265052,6,4,0.6666666666666666
FBgn0265068,6,5,0.8333333333333334
FBgn0265070,1,1,1
FBgn0265082,23,20,0.8695652173913043
FBgn0265096,8,7,0.875
FBgn0265101,11,11,1
FBgn0265102,2,2,1
FBgn0265103,1,1,1
FBgn0265137,3,3,1
FBgn0265140,18,18,1
FBgn0265152,5,5,1
FBgn0265174,13,13,1
FBgn0265177,15,11,0.7333333333333333
FBgn0265180,18,16,0.8888888888888888
FBgn0265182,3,3,1
FBgn0265185,5,5,1
FBgn0265186,1,1,1
FBgn0265189,4,2,0.5
FBgn0265190,2,2,1
FBgn0265191,26,20,0.7692307692307693
FBgn0265192,9,8,0.8888888888888888
FBgn0265193,1,1,1
FBgn0265194,21,15,0.7142857142857143
FBgn0265205,1,1,1
FBgn0265252,13,13,1
FBgn0265262,6,7,1.1666666666666667
FBgn0265268,1,1,1
FBgn0265274,6,6,1
FBgn0265276,13,11,0.8461538461538461
FBgn0265296,3,1,0.3333333333333333
FBgn0265297,190,173,0.9105263157894737
FBgn0265298,9,6,0.6666666666666666
FBgn0265316,3,1,0.3333333333333333
FBgn0265318,5,5,1
FBgn0265341,3,2,0.6666666666666666
FBgn0265342,1,1,1
FBgn0265351,3,3,1
FBgn0265356,12,7,0.5833333333333334
FBgn0265380,12,11,0.9166666666666666
FBgn0265413,3,3,1
FBgn0265416,1,1,1
FBgn0265418,1,1,1
FBgn0265419,2,2,1
FBgn0265420,1,1,1
FBgn0265434,47,44,0.9361702127659575
FBgn0265451,5,5,1
FBgn0265464,5,4,0.8
FBgn0265487,26,20,0.7692307692307693
FBgn0265499,1,1,1
FBgn0265508,2,2,1
FBgn0265512,17,15,0.8823529411764706
FBgn0265523,33,30,0.9090909090909091
FBgn0265524,4,4,1
FBgn0265526,1,1,1
FBgn0265532,3,2,0.6666666666666666
FBgn0265540,1,1,1
FBgn0265541,1,1,1
FBgn0265574,8,7,0.875
FBgn0265575,28,27,0.9642857142857143
FBgn0265590,2,2,1
FBgn0265597,2,2,1
FBgn0265605,10,10,1
FBgn0265613,10,11,1.1
FBgn0265623,12,8,0.6666666666666666
FBgn0265630,22,24,1.0909090909090908
FBgn0265669,1,1,1
FBgn0265699,1,1,1
FBgn0265700,1,1,1
FBgn0265703,1,1,1
FBgn0265705,1,1,1
FBgn0265726,11,10,0.9090909090909091
FBgn0265734,1,1,1
FBgn0265743,1,1,1
FBgn0265759,2,2,1
FBgn0265767,13,13,1
FBgn0265778,26,20,0.7692307692307693
FBgn0265784,20,18,0.9
FBgn0265793,1,1,1
FBgn0265810,4,3,0.75
FBgn0265814,2,1,0.5
FBgn0265830,1,1,1
FBgn0265862,1,1,1
FBgn0265873,1,1,1
FBgn0265874,1,1,1
FBgn0265875,1,1,1
FBgn0265890,1,1,1
FBgn0265902,13,13,1
FBgn0265914,2,2,1
FBgn0265915,12,7,0.5833333333333334
FBgn0265935,31,22,0.7096774193548387
FBgn0265959,1,1,1
FBgn0265967,2,1,0.5
FBgn0265974,11,9,0.8181818181818182
FBgn0265977,2,2,1
FBgn0265988,19,17,0.8947368421052632
FBgn0265991,233,205,0.8798283261802575
FBgn0265998,57,49,0.8596491228070176
FBgn0266000,27,26,0.9629629629629629
FBgn0266004,1,1,1
FBgn0266005,5,5,1
FBgn0266019,39,38,0.9743589743589743
FBgn0266028,1,1,1
