feature,tophat2,hisat2,hisat2/tophat2
FBgn0035149,5,5,1
FBgn0035150,6,6,1
FBgn0035151,6,2,0.3333333333333333
FBgn0035153,4,4,1
FBgn0035154,7,6,0.8571428571428571
FBgn0035157,1,1,1
FBgn0035158,4,1,0.25
FBgn0035161,1,1,1
FBgn0035162,10,10,1
FBgn0035164,2,1,0.5
FBgn0035165,12,11,0.9166666666666666
FBgn0035166,1,1,1
FBgn0035173,18,14,0.7777777777777778
FBgn0035176,9,7,0.7777777777777778
FBgn0035181,9,7,0.7777777777777778
FBgn0035186,2,2,1
FBgn0035187,1,1,1
FBgn0035189,6,5,0.8333333333333334
FBgn0035193,1,1,1
FBgn0035203,5,3,0.6
FBgn0035205,17,16,0.9411764705882353
FBgn0035206,12,11,0.9166666666666666
FBgn0035207,14,13,0.9285714285714286
FBgn0035209,1,1,1
FBgn0035211,4,2,0.5
FBgn0035213,21,19,0.9047619047619048
FBgn0035227,9,9,1
FBgn0035228,33,33,1
FBgn0035229,7,6,0.8571428571428571
FBgn0035231,1,1,1
FBgn0035232,25,20,0.8
FBgn0035233,5,4,0.8
FBgn0035235,4,3,0.75
FBgn0035236,31,29,0.9354838709677419
FBgn0035237,23,20,0.8695652173913043
FBgn0035238,8,5,0.625
FBgn0035241,7,5,0.7142857142857143
FBgn0035244,7,3,0.42857142857142855
FBgn0035245,1,1,1
FBgn0035246,2,2,1
FBgn0035247,6,3,0.5
FBgn0035249,1,1,1
FBgn0035251,5,5,1
FBgn0035252,11,11,1
FBgn0035253,25,23,0.92
FBgn0035254,3,2,0.6666666666666666
FBgn0035262,1,1,1
FBgn0035266,13,13,1
FBgn0035268,5,4,0.8
FBgn0035270,12,10,0.8333333333333334
FBgn0035271,1,1,1
FBgn0035272,3,3,1
FBgn0035281,2,2,1
FBgn0035283,10,10,1
FBgn0035285,13,11,0.8461538461538461
FBgn0035290,3,3,1
FBgn0035294,5,4,0.8
FBgn0035295,5,3,0.6
FBgn0035298,1,1,1
FBgn0035300,1,1,1
FBgn0035312,11,10,0.9090909090909091
FBgn0035318,3,3,1
FBgn0035321,12,12,1
FBgn0035323,7,7,1
FBgn0035328,7,6,0.8571428571428571
FBgn0035333,12,8,0.6666666666666666
FBgn0035334,3,2,0.6666666666666666
FBgn0035335,1,1,1
FBgn0035336,11,10,0.9090909090909091
FBgn0035337,2,2,1
FBgn0035343,2,2,1
FBgn0035344,1,1,1
FBgn0035346,3,3,1
FBgn0035348,14,13,0.9285714285714286
FBgn0035355,3,3,1
FBgn0035356,2,1,0.5
FBgn0035357,2,2,1
FBgn0035358,5,4,0.8
FBgn0035360,7,5,0.7142857142857143
FBgn0035370,11,8,0.7272727272727273
FBgn0035371,13,13,1
FBgn0035372,7,6,0.8571428571428571
FBgn0035374,1,1,1
FBgn0035375,10,9,0.9
FBgn0035383,8,8,1
FBgn0035388,20,16,0.8
FBgn0035390,13,13,1
FBgn0035393,2,2,1
FBgn0035397,32,31,0.96875
FBgn0035400,10,9,0.9
FBgn0035401,1,1,1
FBgn0035402,12,11,0.9166666666666666
FBgn0035405,2,1,0.5
FBgn0035407,3,3,1
FBgn0035410,7,6,0.8571428571428571
FBgn0035414,5,4,0.8
FBgn0035416,20,18,0.9
FBgn0035420,15,15,1
FBgn0035421,5,5,1
FBgn0035422,197,180,0.9137055837563451
FBgn0035423,25,25,1
FBgn0035424,56,54,0.9642857142857143
FBgn0035425,4,4,1
FBgn0035432,19,18,0.9473684210526315
FBgn0035437,13,10,0.7692307692307693
FBgn0035438,18,17,0.9444444444444444
FBgn0035440,8,9,1.125
FBgn0035443,3,3,1
FBgn0035444,7,6,0.8571428571428571
FBgn0035445,1,1,1
FBgn0035449,2,2,1
FBgn0035452,2,1,0.5
FBgn0035461,2,2,1
FBgn0035462,4,3,0.75
FBgn0035464,28,23,0.8214285714285714
FBgn0035471,11,11,1
FBgn0035473,27,25,0.9259259259259259
FBgn0035475,1,1,1
FBgn0035480,3,2,0.6666666666666666
FBgn0035481,1,1,1
FBgn0035482,4,2,0.5
FBgn0035483,2,2,1
FBgn0035484,3,3,1
FBgn0035488,2,2,1
FBgn0035490,2,2,1
FBgn0035495,2,2,1
FBgn0035497,9,8,0.8888888888888888
FBgn0035498,21,20,0.9523809523809523
FBgn0035499,36,33,0.9166666666666666
FBgn0035501,2,1,0.5
FBgn0035504,1,2,2
FBgn0035505,1,2,2
FBgn0035508,1,1,1
FBgn0035515,2,2,1
FBgn0035517,1,1,1
FBgn0035518,2,2,1
FBgn0035519,6,6,1
FBgn0035520,1,1,1
FBgn0035523,8,7,0.875
FBgn0035524,3,3,1
FBgn0035526,8,8,1
FBgn0035528,6,3,0.5
FBgn0035529,6,6,1
FBgn0035532,7,7,1
FBgn0035533,23,19,0.8260869565217391
FBgn0035534,1,1,1
FBgn0035538,2,2,1
FBgn0035539,6,6,1
FBgn0035540,2,2,1
FBgn0035541,7,6,0.8571428571428571
FBgn0035542,60,49,0.8166666666666667
FBgn0035544,6,7,1.1666666666666667
FBgn0035552,1,1,1
FBgn0035557,2,3,1.5
FBgn0035558,8,6,0.75
FBgn0035571,1,1,1
FBgn0035574,3,3,1
FBgn0035577,2,2,1
FBgn0035578,1,1,1
FBgn0035583,5,5,1
FBgn0035586,5,5,1
FBgn0035587,4,4,1
FBgn0035588,2,1,0.5
FBgn0035589,2,2,1
FBgn0035591,1,1,1
FBgn0035592,5,3,0.6
FBgn0035593,1,1,1
FBgn0035598,2,2,1
FBgn0035600,64,56,0.875
FBgn0035601,25,24,0.96
FBgn0035603,6,6,1
FBgn0035617,26,24,0.9230769230769231
FBgn0035619,2,2,1
FBgn0035620,2,2,1
FBgn0035622,6,6,1
FBgn0035624,3,2,0.6666666666666666
FBgn0035625,12,9,0.75
FBgn0035627,6,6,1
FBgn0035630,89,84,0.9438202247191011
FBgn0035631,14,14,1
FBgn0035632,6,6,1
FBgn0035639,10,7,0.7
FBgn0035640,8,8,1
FBgn0035641,8,6,0.75
FBgn0035642,1,1,1
FBgn0035644,1,1,1
FBgn0035649,2,2,1
FBgn0035661,1,1,1
FBgn0035665,174,161,0.9252873563218391
FBgn0035666,14,6,0.42857142857142855
FBgn0035667,7,6,0.8571428571428571
FBgn0035670,30,26,0.8666666666666667
FBgn0035676,2,1,0.5
FBgn0035677,2,2,1
FBgn0035678,3,3,1
FBgn0035679,2,2,1
FBgn0035688,28,23,0.8214285714285714
FBgn0035689,6,6,1
FBgn0035690,5,4,0.8
FBgn0035692,14,14,1
FBgn0035694,2,2,1
FBgn0035695,3,2,0.6666666666666666
FBgn0035696,11,10,0.9090909090909091
FBgn0035697,2,2,1
FBgn0035702,3,3,1
FBgn0035703,1,1,1
FBgn0035704,10,7,0.7
FBgn0035707,5,5,1
FBgn0035708,1,1,1
FBgn0035710,12,9,0.75
FBgn0035713,35,24,0.6857142857142857
FBgn0035714,5,5,1
FBgn0035715,4,4,1
FBgn0035718,9,7,0.7777777777777778
FBgn0035720,40,33,0.825
FBgn0035721,5,5,1
FBgn0035722,5,4,0.8
FBgn0035725,2,1,0.5
FBgn0035726,28,24,0.8571428571428571
FBgn0035733,1,1,1
FBgn0035753,132,128,0.9696969696969697
FBgn0035754,3,3,1
FBgn0035755,4,4,1
FBgn0035762,4,4,1
FBgn0035763,33,33,1
FBgn0035766,9,9,1
FBgn0035768,12,11,0.9166666666666666
FBgn0035769,14,14,1
FBgn0035770,24,18,0.75
FBgn0035771,13,12,0.9230769230769231
FBgn0035772,14,14,1
FBgn0035779,4,4,1
FBgn0035780,3,4,1.3333333333333333
FBgn0035781,9,8,0.8888888888888888
FBgn0035793,17,16,0.9411764705882353
FBgn0035798,3,2,0.6666666666666666
FBgn0035802,16,14,0.875
FBgn0035805,3,3,1
FBgn0035806,3,3,1
FBgn0035807,8,7,0.875
FBgn0035811,36,31,0.8611111111111112
FBgn0035812,45,40,0.8888888888888888
FBgn0035813,2,2,1
FBgn0035817,9,8,0.8888888888888888
FBgn0035825,3,3,1
FBgn0035827,7,8,1.1428571428571428
FBgn0035829,4,4,1
FBgn0035830,16,16,1
FBgn0035831,4,5,1.25
FBgn0035833,7,3,0.42857142857142855
FBgn0035838,4,4,1
FBgn0035842,14,11,0.7857142857142857
FBgn0035848,7,7,1
FBgn0035849,7,5,0.7142857142857143
FBgn0035850,13,12,0.9230769230769231
FBgn0035851,7,5,0.7142857142857143
FBgn0035853,6,6,1
FBgn0035854,2,2,1
FBgn0035866,4,4,1
FBgn0035867,4,3,0.75
FBgn0035868,2,2,1
FBgn0035871,9,9,1
FBgn0035872,24,22,0.9166666666666666
FBgn0035876,1,1,1
FBgn0035877,3,3,1
FBgn0035878,13,11,0.8461538461538461
FBgn0035879,14,13,0.9285714285714286
FBgn0035887,1,1,1
FBgn0035888,5,5,1
FBgn0035890,2,2,1
FBgn0035896,5,4,0.8
FBgn0035900,2,2,1
FBgn0035901,4,3,0.75
FBgn0035904,4,4,1
FBgn0035906,4,2,0.5
FBgn0035907,8,6,0.75
FBgn0035909,14,13,0.9285714285714286
FBgn0035911,11,9,0.8181818181818182
FBgn0035914,1,1,1
FBgn0035916,5,5,1
FBgn0035917,65,57,0.8769230769230769
FBgn0035918,9,9,1
FBgn0035923,7,8,1.1428571428571428
FBgn0035926,9,9,1
FBgn0035929,2,2,1
FBgn0035933,6,5,0.8333333333333334
FBgn0035936,23,22,0.9565217391304348
FBgn0035944,4,5,1.25
FBgn0035945,18,18,1
FBgn0035947,13,13,1
FBgn0035949,3,3,1
FBgn0035951,2,2,1
FBgn0035953,3,3,1
FBgn0035955,5,4,0.8
FBgn0035957,2,1,0.5
FBgn0035959,40,31,0.775
FBgn0035964,3,2,0.6666666666666666
FBgn0035968,4,4,1
FBgn0035969,21,18,0.8571428571428571
FBgn0035976,6,5,0.8333333333333334
FBgn0035977,3,3,1
FBgn0035978,28,24,0.8571428571428571
FBgn0035980,1,1,1
FBgn0035981,13,12,0.9230769230769231
FBgn0035982,16,11,0.6875
FBgn0035983,11,7,0.6363636363636364
FBgn0035985,6,6,1
FBgn0035986,13,13,1
FBgn0035987,16,16,1
FBgn0035989,5,5,1
FBgn0035993,2,2,1
FBgn0035995,5,5,1
FBgn0035996,1,1,1
FBgn0035997,20,18,0.9
FBgn0035998,2,2,1
FBgn0035999,3,3,1
FBgn0036000,2,2,1
FBgn0036004,35,33,0.9428571428571428
FBgn0036005,4,3,0.75
FBgn0036007,71,60,0.8450704225352113
FBgn0036008,6,4,0.6666666666666666
FBgn0036018,11,10,0.9090909090909091
FBgn0036020,5,5,1
FBgn0036024,14,14,1
FBgn0036028,7,4,0.5714285714285714
FBgn0036029,1,1,1
FBgn0036030,43,38,0.8837209302325582
FBgn0036032,9,9,1
FBgn0036035,7,6,0.8571428571428571
FBgn0036036,3,3,1
FBgn0036039,7,4,0.5714285714285714
FBgn0036040,10,9,0.9
FBgn0036043,38,32,0.8421052631578947
FBgn0036044,2,2,1
FBgn0036052,3,2,0.6666666666666666
FBgn0036053,11,10,0.9090909090909091
FBgn0036058,9,9,1
FBgn0036059,23,22,0.9565217391304348
FBgn0036063,1,1,1
FBgn0036090,3,2,0.6666666666666666
FBgn0036091,13,8,0.6153846153846154
FBgn0036096,7,4,0.5714285714285714
FBgn0036099,17,16,0.9411764705882353
FBgn0036104,5,5,1
FBgn0036105,4,3,0.75
FBgn0036106,14,13,0.9285714285714286
FBgn0036107,3,3,1
FBgn0036109,2,2,1
FBgn0036111,52,41,0.7884615384615384
FBgn0036116,6,5,0.8333333333333334
FBgn0036117,6,6,1
FBgn0036124,19,18,0.9473684210526315
FBgn0036133,6,6,1
FBgn0036134,34,34,1
FBgn0036135,4,4,1
FBgn0036136,6,5,0.8333333333333334
FBgn0036141,5,4,0.8
FBgn0036144,11,9,0.8181818181818182
FBgn0036145,1,1,1
FBgn0036146,2,2,1
FBgn0036147,17,15,0.8823529411764706
FBgn0036152,10,9,0.9
FBgn0036155,6,3,0.5
FBgn0036165,27,23,0.8518518518518519
FBgn0036173,3,2,0.6666666666666666
FBgn0036180,6,6,1
FBgn0036184,2,1,0.5
FBgn0036186,1,1,1
FBgn0036187,2,1,0.5
FBgn0036188,4,3,0.75
FBgn0036191,21,17,0.8095238095238095
FBgn0036192,1,1,1
FBgn0036196,3,2,0.6666666666666666
FBgn0036198,3,3,1
FBgn0036199,3,2,0.6666666666666666
FBgn0036202,4,3,0.75
FBgn0036203,47,42,0.8936170212765957
FBgn0036207,3,3,1
FBgn0036208,1,1,1
FBgn0036210,2,2,1
FBgn0036211,7,6,0.8571428571428571
FBgn0036213,176,171,0.9715909090909091
FBgn0036214,1,1,1
FBgn0036232,10,9,0.9
FBgn0036236,4,3,0.75
FBgn0036237,8,7,0.875
FBgn0036239,13,12,0.9230769230769231
FBgn0036240,7,7,1
FBgn0036248,9,8,0.8888888888888888
FBgn0036249,2,2,1
FBgn0036254,11,10,0.9090909090909091
FBgn0036257,11,8,0.7272727272727273
FBgn0036258,37,34,0.918918918918919
FBgn0036259,2,2,1
FBgn0036262,3,3,1
FBgn0036263,3,3,1
FBgn0036271,2,1,0.5
FBgn0036272,29,27,0.9310344827586207
FBgn0036273,3,3,1
FBgn0036277,1,1,1
FBgn0036279,5,3,0.6
FBgn0036286,4,4,1
FBgn0036287,5,4,0.8
FBgn0036288,1,1,1
FBgn0036290,11,10,0.9090909090909091
FBgn0036291,1,1,1
FBgn0036294,4,4,1
FBgn0036298,8,8,1
FBgn0036299,11,10,0.9090909090909091
FBgn0036300,13,12,0.9230769230769231
FBgn0036301,3,3,1
FBgn0036302,4,4,1
FBgn0036305,8,8,1
FBgn0036306,4,3,0.75
FBgn0036309,6,6,1
FBgn0036314,2,2,1
FBgn0036316,12,10,0.8333333333333334
FBgn0036317,3,3,1
FBgn0036318,6,4,0.6666666666666666
FBgn0036321,5,5,1
FBgn0036330,2,2,1
FBgn0036331,2,1,0.5
FBgn0036333,19,15,0.7894736842105263
FBgn0036334,41,30,0.7317073170731707
FBgn0036336,2,1,0.5
FBgn0036337,8,8,1
FBgn0036340,8,8,1
FBgn0036341,12,10,0.8333333333333334
FBgn0036342,3,2,0.6666666666666666
FBgn0036353,3,3,1
FBgn0036354,1,1,1
FBgn0036356,3,1,0.3333333333333333
FBgn0036361,4,4,1
FBgn0036365,18,17,0.9444444444444444
FBgn0036366,6,3,0.5
FBgn0036367,1,1,1
FBgn0036368,1,1,1
FBgn0036372,4,4,1
FBgn0036373,8,8,1
FBgn0036374,16,15,0.9375
FBgn0036376,10,9,0.9
FBgn0036381,16,16,1
FBgn0036382,4,4,1
FBgn0036386,4,4,1
FBgn0036395,3,2,0.6666666666666666
FBgn0036396,1,1,1
FBgn0036397,3,3,1
FBgn0036398,77,69,0.8961038961038961
FBgn0036402,15,10,0.6666666666666666
FBgn0036405,4,3,0.75
FBgn0036411,1,1,1
FBgn0036419,3,2,0.6666666666666666
FBgn0036421,1,1,1
FBgn0036422,6,6,1
FBgn0036428,33,26,0.7878787878787878
FBgn0036433,2,2,1
FBgn0036446,11,9,0.8181818181818182
FBgn0036448,34,27,0.7941176470588235
FBgn0036449,36,32,0.8888888888888888
FBgn0036450,1,3,3
FBgn0036451,19,17,0.8947368421052632
FBgn0036454,6,6,1
FBgn0036461,4,4,1
FBgn0036462,3,3,1
FBgn0036463,7,6,0.8571428571428571
FBgn0036476,4,1,0.25
FBgn0036479,1,1,1
FBgn0036480,2,4,2
FBgn0036481,2,1,0.5
FBgn0036483,14,14,1
FBgn0036484,10,10,1
FBgn0036486,11,10,0.9090909090909091
FBgn0036487,3,4,1.3333333333333333
FBgn0036488,2,2,1
FBgn0036489,3,3,1
FBgn0036491,1,1,1
FBgn0036493,12,11,0.9166666666666666
FBgn0036500,3,3,1
FBgn0036501,3,3,1
FBgn0036502,8,6,0.75
FBgn0036505,7,6,0.8571428571428571
FBgn0036509,11,11,1
FBgn0036510,4,4,1
FBgn0036512,3,3,1
FBgn0036514,15,13,0.8666666666666667
FBgn0036515,3,2,0.6666666666666666
FBgn0036516,8,8,1
FBgn0036518,22,21,0.9545454545454546
FBgn0036519,6,4,0.6666666666666666
FBgn0036522,10,9,0.9
FBgn0036529,1,1,1
FBgn0036534,48,45,0.9375
FBgn0036536,1,1,1
FBgn0036537,9,9,1
FBgn0036538,9,12,1.3333333333333333
FBgn0036545,2,1,0.5
FBgn0036547,3,1,0.3333333333333333
FBgn0036549,5,5,1
FBgn0036551,4,3,0.75
FBgn0036552,1,1,1
FBgn0036553,4,3,0.75
FBgn0036556,19,16,0.8421052631578947
FBgn0036557,1,1,1
FBgn0036565,8,8,1
FBgn0036566,17,12,0.7058823529411765
FBgn0036569,5,5,1
FBgn0036570,1,1,1
FBgn0036571,8,8,1
FBgn0036574,17,15,0.8823529411764706
FBgn0036575,3,3,1
FBgn0036576,13,13,1
FBgn0036579,4,3,0.75
FBgn0036580,8,7,0.875
FBgn0036581,2,2,1
FBgn0036587,1,1,1
FBgn0036589,2,1,0.5
FBgn0036603,1,1,1
FBgn0036614,1,1,1
FBgn0036621,11,11,1
FBgn0036622,8,8,1
FBgn0036623,8,6,0.75
FBgn0036624,13,12,0.9230769230769231
FBgn0036629,4,3,0.75
FBgn0036640,5,5,1
FBgn0036641,7,7,1
FBgn0036643,6,6,1
FBgn0036656,3,2,0.6666666666666666
FBgn0036660,6,6,1
FBgn0036661,27,24,0.8888888888888888
FBgn0036662,1,1,1
FBgn0036663,20,17,0.85
FBgn0036665,1,1,1
FBgn0036666,11,10,0.9090909090909091
FBgn0036667,9,8,0.8888888888888888
FBgn0036668,28,28,1
FBgn0036671,6,6,1
FBgn0036680,1,1,1
FBgn0036684,23,22,0.9565217391304348
FBgn0036685,15,12,0.8
FBgn0036686,12,10,0.8333333333333334
FBgn0036688,5,5,1
FBgn0036689,7,6,0.8571428571428571
FBgn0036690,8,8,1
FBgn0036691,4,4,1
FBgn0036696,7,7,1
FBgn0036697,10,10,1
FBgn0036702,7,7,1
FBgn0036710,9,6,0.6666666666666666
FBgn0036714,9,8,0.8888888888888888
FBgn0036715,6,6,1
FBgn0036717,3,3,1
FBgn0036726,11,10,0.9090909090909091
FBgn0036727,3,2,0.6666666666666666
FBgn0036728,27,23,0.8518518518518519
FBgn0036732,2,2,1
FBgn0036733,2,2,1
FBgn0036734,6,6,1
FBgn0036735,21,19,0.9047619047619048
FBgn0036738,25,25,1
FBgn0036740,10,9,0.9
FBgn0036741,12,12,1
FBgn0036745,2,1,0.5
FBgn0036746,15,14,0.9333333333333333
FBgn0036754,1,1,1
FBgn0036756,4,5,1.25
FBgn0036759,5,4,0.8
FBgn0036760,1,1,1
FBgn0036761,20,19,0.95
FBgn0036762,23,25,1.0869565217391304
FBgn0036763,4,4,1
FBgn0036764,11,11,1
FBgn0036766,6,5,0.8333333333333334
FBgn0036767,1,1,1
FBgn0036769,12,11,0.9166666666666666
FBgn0036770,7,8,1.1428571428571428
FBgn0036772,5,5,1
FBgn0036773,7,6,0.8571428571428571
FBgn0036774,8,5,0.625
FBgn0036775,2,2,1
FBgn0036778,1,1,1
FBgn0036786,1,1,1
FBgn0036787,1,1,1
FBgn0036801,18,17,0.9444444444444444
FBgn0036805,7,7,1
FBgn0036811,2,2,1
FBgn0036812,7,7,1
FBgn0036813,10,9,0.9
FBgn0036814,38,35,0.9210526315789473
FBgn0036815,5,6,1.2
FBgn0036816,16,14,0.875
FBgn0036820,5,6,1.2
FBgn0036821,9,9,1
FBgn0036822,1,1,1
FBgn0036824,23,23,1
FBgn0036825,151,148,0.9801324503311258
FBgn0036826,3,2,0.6666666666666666
FBgn0036827,2,2,1
FBgn0036828,5,5,1
FBgn0036831,3,2,0.6666666666666666
FBgn0036832,2,2,1
FBgn0036834,1,2,2
FBgn0036837,15,15,1
FBgn0036838,2,1,0.5
FBgn0036839,1,1,1
FBgn0036842,17,15,0.8823529411764706
FBgn0036843,8,8,1
FBgn0036844,13,11,0.8461538461538461
FBgn0036846,2,2,1
FBgn0036847,3,3,1
FBgn0036850,5,4,0.8
FBgn0036853,4,3,0.75
FBgn0036862,21,20,0.9523809523809523
FBgn0036875,2,2,1
FBgn0036881,11,12,1.0909090909090908
FBgn0036886,5,3,0.6
FBgn0036887,6,5,0.8333333333333334
FBgn0036888,10,10,1
FBgn0036889,4,3,0.75
FBgn0036891,2,1,0.5
FBgn0036892,9,8,0.8888888888888888
FBgn0036893,6,6,1
FBgn0036896,3,3,1
FBgn0036897,1,1,1
FBgn0036899,1,1,1
FBgn0036900,5,6,1.2
FBgn0036906,3,2,0.6666666666666666
FBgn0036908,5,5,1
FBgn0036909,5,5,1
FBgn0036911,4,4,1
FBgn0036913,9,9,1
FBgn0036915,8,8,1
FBgn0036916,4,4,1
FBgn0036918,4,4,1
FBgn0036919,4,4,1
FBgn0036920,10,10,1
FBgn0036921,19,19,1
FBgn0036922,4,4,1
FBgn0036927,11,10,0.9090909090909091
FBgn0036928,18,18,1
FBgn0036929,8,7,0.875
FBgn0036932,3,2,0.6666666666666666
FBgn0036935,1,1,1
FBgn0036938,3,3,1
FBgn0036939,2,2,1
FBgn0036945,5,4,0.8
FBgn0036951,1,1,1
FBgn0036958,21,21,1
FBgn0036959,1,1,1
FBgn0036964,5,5,1
FBgn0036967,9,8,0.8888888888888888
FBgn0036974,27,25,0.9259259259259259
FBgn0036975,2,2,1
FBgn0036978,1,1,1
FBgn0036980,17,17,1
FBgn0036985,15,14,0.9333333333333333
FBgn0036987,1,1,1
FBgn0036988,7,7,1
FBgn0036990,7,6,0.8571428571428571
FBgn0036991,10,9,0.9
FBgn0036992,5,5,1
FBgn0036993,2,2,1
FBgn0036994,6,5,0.8333333333333334
FBgn0036996,7,7,1
FBgn0036997,2,1,0.5
FBgn0036998,4,3,0.75
FBgn0036999,1,1,1
FBgn0037000,1,1,1
FBgn0037001,24,24,1
FBgn0037004,1,1,1
FBgn0037007,12,11,0.9166666666666666
FBgn0037008,1,1,1
FBgn0037009,4,2,0.5
FBgn0037010,9,9,1
FBgn0037011,4,4,1
FBgn0037012,2,2,1
FBgn0037016,4,3,0.75
FBgn0037017,2,2,1
FBgn0037018,3,3,1
FBgn0037019,8,7,0.875
FBgn0037020,16,15,0.9375
FBgn0037021,26,24,0.9230769230769231
FBgn0037022,2,2,1
FBgn0037024,13,13,1
FBgn0037025,9,9,1
FBgn0037026,7,7,1
FBgn0037027,24,23,0.9583333333333334
FBgn0037028,5,5,1
FBgn0037031,2,2,1
FBgn0037045,2,2,1
FBgn0037051,10,10,1
FBgn0037057,2,2,1
FBgn0037061,1,1,1
FBgn0037063,3,3,1
FBgn0037065,3,3,1
FBgn0037070,9,9,1
FBgn0037071,4,3,0.75
FBgn0037073,29,28,0.9655172413793104
FBgn0037074,26,26,1
FBgn0037076,2,2,1
FBgn0037081,12,15,1.25
FBgn0037084,9,9,1
FBgn0037087,1,1,1
FBgn0037092,1,1,1
FBgn0037093,30,27,0.9
FBgn0037094,34,31,0.9117647058823529
FBgn0037098,39,33,0.8461538461538461
FBgn0037102,3,4,1.3333333333333333
FBgn0037105,7,7,1
FBgn0037106,7,7,1
FBgn0037108,6,6,1
FBgn0037109,16,16,1
FBgn0037110,4,4,1
FBgn0037115,1,1,1
FBgn0037116,6,5,0.8333333333333334
FBgn0037117,6,6,1
FBgn0037120,4,3,0.75
FBgn0037121,1,1,1
FBgn0037127,1,1,1
FBgn0037130,1,1,1
FBgn0037133,1,1,1
FBgn0037134,2,2,1
FBgn0037135,29,24,0.8275862068965517
FBgn0037137,22,19,0.8636363636363636
FBgn0037138,22,19,0.8636363636363636
FBgn0037141,11,10,0.9090909090909091
FBgn0037142,8,8,1
FBgn0037144,2,2,1
FBgn0037146,9,8,0.8888888888888888
FBgn0037149,2,2,1
FBgn0037150,3,1,0.3333333333333333
FBgn0037151,2,2,1
FBgn0037156,7,7,1
FBgn0037164,1,1,1
FBgn0037166,2,2,1
FBgn0037167,1,1,1
FBgn0037182,9,7,0.7777777777777778
FBgn0037184,5,5,1
FBgn0037185,4,3,0.75
FBgn0037186,3,3,1
FBgn0037188,6,6,1
FBgn0037199,5,3,0.6
FBgn0037200,4,4,1
FBgn0037202,6,5,0.8333333333333334
FBgn0037203,19,17,0.8947368421052632
FBgn0037205,7,6,0.8571428571428571
FBgn0037207,8,8,1
FBgn0037213,11,10,0.9090909090909091
FBgn0037215,5,5,1
FBgn0037218,26,22,0.8461538461538461
FBgn0037220,4,3,0.75
FBgn0037222,1,1,1
FBgn0037231,10,10,1
FBgn0037232,4,4,1
FBgn0037234,12,12,1
FBgn0037235,6,6,1
FBgn0037236,35,34,0.9714285714285714
FBgn0037238,1,1,1
FBgn0037239,7,6,0.8571428571428571
FBgn0037240,14,11,0.7857142857142857
FBgn0037241,6,6,1
FBgn0037242,4,4,1
FBgn0037244,4,4,1
FBgn0037248,67,67,1
FBgn0037249,18,19,1.0555555555555556
FBgn0037250,7,6,0.8571428571428571
FBgn0037251,2,1,0.5
FBgn0037252,14,12,0.8571428571428571
FBgn0037255,9,8,0.8888888888888888
FBgn0037261,8,8,1
FBgn0037262,9,8,0.8888888888888888
FBgn0037263,1,1,1
FBgn0037265,6,5,0.8333333333333334
FBgn0037270,14,11,0.7857142857142857
FBgn0037275,1,1,1
FBgn0037279,2,2,1
FBgn0037282,7,7,1
FBgn0037283,1,1,1
FBgn0037288,2,3,1.5
FBgn0037290,5,2,0.4
FBgn0037292,5,5,1
FBgn0037293,7,7,1
FBgn0037297,4,4,1
FBgn0037298,4,4,1
FBgn0037299,9,7,0.7777777777777778
FBgn0037301,2,2,1
FBgn0037305,4,4,1
FBgn0037310,3,3,1
FBgn0037312,3,3,1
FBgn0037313,3,3,1
FBgn0037315,11,11,1
FBgn0037327,14,14,1
FBgn0037328,138,119,0.8623188405797102
FBgn0037329,3,3,1
FBgn0037330,1,1,1
FBgn0037332,1,1,1
FBgn0037336,24,22,0.9166666666666666
FBgn0037338,8,8,1
FBgn0037339,9,9,1
FBgn0037340,6,6,1
FBgn0037342,6,6,1
FBgn0037344,64,61,0.953125
FBgn0037345,3,3,1
FBgn0037347,2,2,1
FBgn0037351,155,150,0.967741935483871
FBgn0037354,12,12,1
FBgn0037356,3,3,1
FBgn0037358,10,10,1
FBgn0037359,4,3,0.75
FBgn0037360,34,33,0.9705882352941176
FBgn0037363,35,31,0.8857142857142857
FBgn0037364,12,12,1
FBgn0037368,4,4,1
FBgn0037369,4,4,1
FBgn0037370,10,10,1
FBgn0037371,6,6,1
FBgn0037372,3,2,0.6666666666666666
FBgn0037374,29,28,0.9655172413793104
FBgn0037375,3,2,0.6666666666666666
FBgn0037376,10,10,1
FBgn0037377,5,5,1
FBgn0037378,4,4,1
FBgn0037379,13,13,1
FBgn0037382,3,3,1
FBgn0037383,2,2,1
FBgn0037384,16,13,0.8125
FBgn0037386,2,2,1
FBgn0037387,7,7,1
FBgn0037391,9,7,0.7777777777777778
FBgn0037405,11,10,0.9090909090909091
FBgn0037414,2,2,1
FBgn0037433,1,1,1
FBgn0037439,16,15,0.9375
FBgn0037440,2,1,0.5
FBgn0037442,24,22,0.9166666666666666
FBgn0037443,23,22,0.9565217391304348
FBgn0037445,17,17,1
FBgn0037446,5,5,1
FBgn0037447,2,1,0.5
FBgn0037448,3,3,1
FBgn0037465,3,3,1
FBgn0037466,4,5,1.25
FBgn0037467,2,3,1.5
FBgn0037468,46,45,0.9782608695652174
FBgn0037469,1,1,1
FBgn0037470,14,13,0.9285714285714286
FBgn0037472,4,3,0.75
FBgn0037473,11,10,0.9090909090909091
FBgn0037481,2,2,1
FBgn0037482,17,17,1
FBgn0037485,2,2,1
FBgn0037489,13,13,1
FBgn0037490,2,2,1
FBgn0037491,4,4,1
FBgn0037492,3,3,1
